time 	 desired_ee_pos 	 ee_pos
7.26325	3.79175 1.38594	3.77009 1.38654
7.26425	3.79187 1.38594	3.77027 1.38653
7.26525	3.79199 1.38594	3.77044 1.38653
7.26625	3.79211 1.38594	3.77061 1.38653
7.26725	3.79223 1.38594	 3.7708 1.38653
7.26825	3.79235 1.38594	3.77096 1.38653
7.26925	3.79247 1.38594	3.77114 1.38653
7.27025	3.79259 1.38594	3.77131 1.38652
7.27125	3.79271 1.38594	3.77149 1.38652
7.27225	3.79283 1.38594	3.77165 1.38652
7.27325	3.79295 1.38594	3.77183 1.38652
7.27425	3.79306 1.38594	  3.772 1.38652
7.27525	3.79318 1.38594	3.77217 1.38652
7.27625	 3.7933 1.38594	3.77236 1.38651
7.27731	3.79341 1.38594	3.77252 1.38651
7.27826	3.79353 1.38594	3.77268 1.38651
7.27927	3.79364 1.38594	3.77287 1.38651
7.28025	3.79376 1.38594	3.77302 1.38651
7.28125	3.79387 1.38594	 3.7732 1.38651
7.28225	3.79398 1.38594	3.77337  1.3865
7.28326	 3.7941 1.38594	3.77353  1.3865
7.28425	3.79421 1.38594	3.77369  1.3865
7.28525	3.79432 1.38594	3.77387  1.3865
7.28625	3.79443 1.38594	3.77403  1.3865
7.28723	3.79454 1.38594	3.7742 1.3865
7.28825	3.79465 1.38594	3.77436 1.38649
7.28925	3.79476 1.38594	3.77454 1.38649
7.29023	3.79487 1.38594	 3.7747 1.38649
7.29125	3.79498 1.38594	3.77486 1.38649
7.29225	3.79509 1.38594	3.77503 1.38649
7.29325	 3.7952 1.38594	3.77518 1.38649
7.29425	 3.7953 1.38594	3.77535 1.38648
7.29525	3.79541 1.38594	3.77551 1.38648
7.29625	3.79552 1.38594	3.77569 1.38648
7.29725	3.79562 1.38594	3.77584 1.38648
7.29825	3.79573 1.38594	  3.776 1.38648
7.29925	3.79583 1.38594	3.77616 1.38648
7.30025	3.79594 1.38594	3.77632 1.38648
7.30125	3.79604 1.38594	 3.7765 1.38647
7.30226	3.79614 1.38594	3.77665 1.38647
7.30325	3.79625 1.38594	3.77682 1.38647
7.30425	3.79635 1.38594	3.77696 1.38647
7.30525	3.79645 1.38594	3.77712 1.38647
7.30625	3.79655 1.38594	3.77728 1.38647
7.30725	3.79665 1.38594	3.77744 1.38646
7.30825	3.79675 1.38594	 3.7776 1.38646
7.30925	3.79685 1.38594	3.77775 1.38646
7.31026	3.79695 1.38594	3.77792 1.38646
7.31125	3.79705 1.38594	3.77807 1.38646
7.31225	3.79715 1.38594	3.77823 1.38646
7.31325	3.79725 1.38594	3.77838 1.38646
7.31426	3.79735 1.38594	3.77854 1.38645
7.31525	3.79744 1.38594	3.77869 1.38645
7.31625	3.79754 1.38594	3.77885 1.38645
7.31725	3.79763 1.38594	  3.779 1.38645
7.31825	3.79773 1.38594	3.77917 1.38645
7.31925	3.79782 1.38594	 3.7793 1.38645
7.32025	3.79792 1.38594	3.77946 1.38645
7.32125	3.79801 1.38594	 3.7796 1.38644
7.32225	3.79811 1.38594	3.77976 1.38644
7.32325	 3.7982 1.38594	3.77991 1.38644
7.32425	3.79829 1.38594	3.78006 1.38644
7.32525	3.79838 1.38594	3.78021 1.38644
7.32625	3.79847 1.38594	3.78036 1.38644
7.32725	3.79857 1.38594	3.78051 1.38644
7.32825	3.79866 1.38594	3.78065 1.38643
7.32925	3.79875 1.38594	3.78081 1.38643
7.33025	3.79884 1.38594	3.78096 1.38643
7.33125	3.79892 1.38594	 3.7811 1.38643
7.33225	3.79901 1.38594	3.78125 1.38643
7.33325	 3.7991 1.38594	3.78139 1.38643
7.33425	3.79919 1.38594	3.78154 1.38642
7.33525	3.79927 1.38594	3.78168 1.38642
7.33625	3.79936 1.38594	3.78184 1.38642
7.33725	3.79945 1.38594	3.78198 1.38642
7.33825	3.79953 1.38594	3.78212 1.38642
7.33925	3.79962 1.38594	3.78226 1.38642
7.34025	 3.7997 1.38594	3.78241 1.38642
7.34125	3.79978 1.38594	3.78256 1.38642
7.34225	3.79987 1.38594	 3.7827 1.38641
7.34326	3.79995 1.38594	3.78283 1.38641
7.34426	3.80003 1.38594	3.78298 1.38641
7.34525	3.80011 1.38594	3.78312 1.38641
7.34625	 3.8002 1.38594	3.78326 1.38641
7.34725	3.80028 1.38594	 3.7834 1.38641
7.34825	3.80036 1.38594	3.78354 1.38641
7.34925	3.80044 1.38594	3.78368  1.3864
7.35025	3.80051 1.38594	3.78382  1.3864
7.35125	3.80059 1.38594	3.78396  1.3864
7.35225	3.80067 1.38594	3.78411  1.3864
7.35325	3.80075 1.38594	3.78423  1.3864
7.35426	3.80083 1.38594	3.78438  1.3864
7.35525	 3.8009 1.38594	3.78453  1.3864
7.35625	3.80098 1.38594	3.78464  1.3864
7.35725	3.80105 1.38594	3.78479 1.38639
7.35825	3.80113 1.38594	3.78493 1.38639
7.35925	 3.8012 1.38594	3.78505 1.38639
7.36025	3.80128 1.38594	3.78519 1.38639
7.36125	3.80135 1.38594	3.78532 1.38639
7.36225	3.80142 1.38594	3.78546 1.38639
7.36325	 3.8015 1.38594	3.78559 1.38639
7.36425	3.80157 1.38594	3.78572 1.38639
7.3652	3.80164 1.38594	3.78587 1.38638
7.36625	3.80171 1.38594	3.78599 1.38638
7.36725	3.80178 1.38594	3.78612 1.38638
7.36825	3.80185 1.38594	3.78625 1.38638
7.36925	3.80192 1.38594	3.78638 1.38638
7.37025	3.80199 1.38594	3.78652 1.38638
7.37123	3.80206 1.38594	3.78664 1.38638
7.37225	3.80213 1.38594	3.78677 1.38638
7.37325	3.80219 1.38594	 3.7869 1.38638
7.37425	3.80226 1.38594	3.78703 1.38637
7.37525	3.80233 1.38594	3.78716 1.38637
7.37625	3.80239 1.38594	3.78728 1.38637
7.37727	3.80246 1.38594	3.78742 1.38637
7.37825	3.80252 1.38594	3.78754 1.38637
7.37925	3.80259 1.38594	3.78766 1.38637
7.38025	3.80265 1.38594	3.78779 1.38637
7.38125	3.80271 1.38594	3.78792 1.38637
7.38225	3.80278 1.38594	3.78804 1.38637
7.38325	3.80284 1.38594	3.78817 1.38636
7.38425	 3.8029 1.38594	3.78829 1.38636
7.38525	3.80296 1.38594	3.78842 1.38636
7.38625	3.80302 1.38594	3.78854 1.38636
7.38725	3.80308 1.38594	3.78866 1.38636
7.38825	3.80314 1.38594	3.78878 1.38636
7.38925	 3.8032 1.38594	 3.7889 1.38636
7.39025	3.80326 1.38594	3.78902 1.38636
7.39125	3.80332 1.38594	3.78915 1.38636
7.39225	3.80337 1.38594	3.78926 1.38636
7.39325	3.80343 1.38594	3.78938 1.38635
7.39425	3.80349 1.38594	3.78951 1.38635
7.39525	3.80354 1.38594	3.78961 1.38635
7.39625	 3.8036 1.38594	3.78975 1.38635
7.39725	3.80365 1.38594	3.78986 1.38635
7.39825	3.80371 1.38594	3.78998 1.38635
7.39925	3.80376 1.38594	 3.7901 1.38635
7.40025	3.80381 1.38594	3.79021 1.38635
7.40125	3.80387 1.38594	3.79032 1.38635
7.40225	3.80392 1.38594	3.79045 1.38634
7.40325	3.80397 1.38594	3.79056 1.38634
7.40425	3.80402 1.38594	3.79066 1.38634
7.40525	3.80407 1.38594	3.79078 1.38633
7.40625	3.80412 1.38594	3.79089 1.38632
7.4072	3.80417 1.38594	3.79101 1.38632
7.40825	3.80422 1.38594	3.79111 1.38631
7.40925	3.80427 1.38594	3.79123  1.3863
7.41026	3.80432 1.38594	3.79135  1.3863
7.41125	3.80436 1.38594	3.79146 1.38629
7.41225	3.80441 1.38594	3.79157 1.38628
7.41325	3.80446 1.38594	3.79168 1.38627
7.41425	 3.8045 1.38594	3.79179 1.38627
7.41524	3.80455 1.38594	3.79191 1.38626
7.41625	3.80459 1.38594	3.79202 1.38625
7.41725	3.80464 1.38594	3.79213 1.38624
7.41825	3.80468 1.38594	3.79224 1.38624
7.41925	3.80473 1.38594	3.79235 1.38623
7.42025	3.80477 1.38594	3.79246 1.38622
7.42125	3.80481 1.38594	3.79257 1.38621
7.42225	3.80485 1.38594	3.79269 1.38621
7.42325	3.80489 1.38594	3.79279  1.3862
7.42425	3.80493 1.38594	3.79291  1.3862
7.4252	3.80497 1.38594	3.79302 1.38619
7.42625	3.80501 1.38594	3.79313 1.38618
7.42725	3.80505 1.38594	3.79323 1.38618
7.42825	3.80509 1.38594	3.79334 1.38617
7.42925	3.80513 1.38594	3.79344 1.38617
7.43025	3.80517 1.38594	3.79356 1.38616
7.43123	 3.8052 1.38594	3.79366 1.38616
7.43225	3.80524 1.38594	3.79376 1.38615
7.43325	3.80528 1.38594	3.79387 1.38615
7.43425	3.80531 1.38594	3.79397 1.38615
7.43525	3.80535 1.38594	3.79407 1.38614
7.4363	3.80538 1.38594	3.79419 1.38614
7.43726	3.80541 1.38594	3.79429 1.38613
7.43825	3.80545 1.38594	3.79439 1.38613
7.43925	3.80548 1.38594	3.79449 1.38613
7.44025	3.80551 1.38594	3.79459 1.38612
7.44125	3.80554 1.38594	3.79469 1.38612
7.44225	3.80558 1.38594	3.79479 1.38612
7.44325	3.80561 1.38594	3.79488 1.38611
7.44426	3.80564 1.38594	3.79498 1.38611
7.44525	3.80567 1.38594	3.79508 1.38611
7.44625	3.80569 1.38594	3.79518 1.38611
7.44725	3.80572 1.38594	3.79527  1.3861
7.44825	3.80575 1.38594	3.79537  1.3861
7.44925	3.80578 1.38594	3.79547  1.3861
7.45025	 3.8058 1.38594	3.79556  1.3861
7.45125	3.80583 1.38594	3.79565  1.3861
7.45225	3.80586 1.38594	3.79575 1.38609
7.45325	3.80588 1.38594	3.79584 1.38609
7.45425	3.80591 1.38594	3.79593 1.38609
7.45525	3.80593 1.38594	3.79602 1.38609
7.45619	3.80596 1.38594	3.79612 1.38609
7.45719	3.80598 1.38594	 3.7962 1.38608
7.45819	  3.806 1.38594	 3.7963 1.38608
7.45919	3.80602 1.38594	3.79639 1.38608
7.46019	3.80604 1.38594	3.79648 1.38608
7.46119	3.80607 1.38594	3.79656 1.38608
7.46219	3.80609 1.38594	3.79665 1.38608
7.46319	3.80611 1.38594	3.79674 1.38607
7.46419	3.80613 1.38594	3.79682 1.38607
7.46519	3.80614 1.38594	3.79691 1.38607
7.46621	3.80616 1.38594	3.79699 1.38607
7.46719	3.80618 1.38594	3.79708 1.38607
7.46819	 3.8062 1.38594	3.79716 1.38607
7.46919	3.80621 1.38594	3.79724 1.38606
7.47019	3.80623 1.38594	3.79732 1.38606
7.47121	3.80625 1.38594	3.79741 1.38606
7.47219	3.80626 1.38594	3.79748 1.38606
7.4732	3.80628 1.38594	3.79756 1.38606
7.4742	3.80629 1.38594	3.79764 1.38606
7.47519	 3.8063 1.38594	3.79771 1.38606
7.4762	3.80632 1.38594	3.79779 1.38606
7.4772	3.80633 1.38594	3.79786 1.38606
7.47819	3.80634 1.38594	3.79793 1.38607
7.47919	3.80635 1.38594	3.79801 1.38607
7.48019	3.80636 1.38594	3.79808 1.38607
7.48119	3.80637 1.38594	3.79815 1.38608
7.48219	3.80638 1.38594	3.79822 1.38608
7.48319	3.80639 1.38594	3.79829 1.38609
7.48419	 3.8064 1.38594	3.79836 1.38609
7.48519	3.80641 1.38594	3.79843  1.3861
7.48619	3.80642 1.38594	3.7985 1.3861
7.48719	3.80643 1.38594	3.79856 1.38611
7.48819	3.80643 1.38594	3.79863 1.38611
7.48919	3.80644 1.38594	 3.7987 1.38612
7.49019	3.80644 1.38594	3.79877 1.38612
7.49119	3.80645 1.38594	3.79883 1.38612
7.49219	3.80645 1.38594	 3.7989 1.38613
7.49319	3.80646 1.38594	3.79896 1.38613
7.49419	3.80646 1.38594	3.79903 1.38614
7.49519	3.80646 1.38594	3.79909 1.38614
7.49619	3.80647 1.38594	3.79915 1.38615
7.49719	3.80647 1.38594	3.79922 1.38615
7.49819	3.80647 1.38594	3.79928 1.38615
7.49919	3.80647 1.38594	3.79934 1.38616
7.50019	3.80647 1.38594	 3.7994 1.38616
7.50119	3.80647 1.38594	3.79946 1.38616
7.50219	3.80647 1.38594	3.79953 1.38617
7.50319	3.80647 1.38594	3.79959 1.38617
7.5042	3.80647 1.38594	3.79965 1.38617
7.50525	3.80646 1.38594	3.79971 1.38618
7.50625	3.80646 1.38594	3.79976 1.38618
7.50725	3.80646 1.38594	3.79982 1.38618
7.50825	3.80645 1.38594	3.79988 1.38618
7.50925	3.80645 1.38594	3.79994 1.38618
7.51026	3.80644 1.38594	    3.8 1.38619
7.51126	3.80644 1.38594	3.80006 1.38619
7.51225	3.80643 1.38594	3.80011 1.38619
7.51325	3.80643 1.38594	3.80017 1.38619
7.51425	3.80642 1.38594	3.80023 1.38619
7.51525	3.80641 1.38594	3.80028 1.38619
7.51625	 3.8064 1.38594	3.80034  1.3862
7.51726	3.80639 1.38594	3.80039  1.3862
7.51823	3.80638 1.38594	3.80045  1.3862
7.51925	3.80637 1.38594	3.8005 1.3862
7.52025	3.80636 1.38594	3.80056  1.3862
7.52125	3.80635 1.38594	3.80061  1.3862
7.52225	3.80634 1.38594	3.80066  1.3862
7.52325	3.80633 1.38594	3.80071  1.3862
7.52425	3.80632 1.38594	3.80077  1.3862
7.52523	 3.8063 1.38594	3.80082  1.3862
7.52625	3.80629 1.38594	3.80087  1.3862
7.52725	3.80628 1.38594	3.80092  1.3862
7.52825	3.80626 1.38594	3.80097 1.38621
7.52925	3.80625 1.38594	3.80102 1.38621
7.53023	3.80623 1.38594	3.80108 1.38621
7.53125	3.80621 1.38594	3.80112 1.38621
7.53225	 3.8062 1.38594	3.80118 1.38621
7.53323	3.80618 1.38594	3.80122 1.38621
7.53425	3.80616 1.38594	3.80127 1.38621
7.53525	3.80614 1.38594	3.80132 1.38621
7.53625	3.80613 1.38594	3.80137 1.38621
7.53725	3.80611 1.38594	3.80141  1.3862
7.53825	3.80609 1.38594	3.80146  1.3862
7.53925	3.80607 1.38594	3.8015 1.3862
7.54025	3.80604 1.38594	3.80155 1.38619
7.54125	3.80602 1.38594	3.80159 1.38619
7.54225	  3.806 1.38594	3.80164 1.38618
7.54323	3.80598 1.38594	3.80168 1.38617
7.54426	3.80596 1.38594	3.80173 1.38617
7.54525	3.80593 1.38594	3.80178 1.38616
7.54626	3.80591 1.38594	3.80182 1.38615
7.54725	3.80588 1.38594	3.80187 1.38614
7.54825	3.80586 1.38594	3.80191 1.38614
7.54925	3.80583 1.38594	3.80196 1.38613
7.55025	 3.8058 1.38594	  3.802 1.38612
7.55125	3.80578 1.38594	3.80205 1.38611
7.55225	3.80575 1.38594	3.80209 1.38611
7.55325	3.80572 1.38594	3.80213  1.3861
7.55425	3.80569 1.38594	3.80218 1.38609
7.55525	3.80567 1.38594	3.80222 1.38609
7.55625	3.80564 1.38594	3.80226 1.38608
7.55725	3.80561 1.38594	3.80231 1.38607
7.55826	3.80558 1.38594	3.80235 1.38607
7.55925	3.80554 1.38594	3.80239 1.38606
7.56025	3.80551 1.38594	3.80243 1.38606
7.56125	3.80548 1.38594	3.80247 1.38605
7.56225	3.80545 1.38594	3.80251 1.38605
7.56325	3.80541 1.38594	3.80255 1.38604
7.56425	3.80538 1.38594	3.80259 1.38604
7.56526	3.80535 1.38594	3.80263 1.38603
7.56625	3.80531 1.38594	3.80267 1.38603
7.56725	3.80528 1.38594	 3.8027 1.38602
7.56825	3.80524 1.38594	3.80274 1.38602
7.56923	 3.8052 1.38594	3.80278 1.38601
7.57025	3.80517 1.38594	3.80281 1.38601
7.57122	3.80513 1.38594	3.80285 1.38601
7.57225	3.80509 1.38594	3.80288   1.386
7.57325	3.80505 1.38594	3.80292   1.386
7.57425	3.80501 1.38594	3.80295   1.386
7.57525	3.80497 1.38594	3.80299 1.38599
7.57625	3.80493 1.38594	3.80302 1.38599
7.57726	3.80489 1.38594	3.80305 1.38599
7.57826	3.80485 1.38594	3.80309 1.38599
7.57925	3.80481 1.38594	3.80311 1.38599
7.58025	3.80477 1.38594	3.80315 1.38598
7.58125	3.80473 1.38594	3.80317 1.38598
7.58225	3.80468 1.38594	 3.8032 1.38598
7.58325	3.80464 1.38594	3.80323 1.38598
7.58425	3.80459 1.38594	3.80326 1.38598
7.58525	3.80455 1.38594	3.80329 1.38597
7.58625	 3.8045 1.38594	3.80331 1.38597
7.58725	3.80446 1.38594	3.80334 1.38597
7.58825	3.80441 1.38594	3.80336 1.38597
7.58925	3.80436 1.38594	3.80339 1.38597
7.59025	3.80432 1.38594	3.80341 1.38597
7.59125	3.80427 1.38594	3.80344 1.38597
7.59225	3.80422 1.38594	3.80346 1.38597
7.59325	3.80417 1.38594	3.80348 1.38596
7.59425	3.80412 1.38594	 3.8035 1.38596
7.59525	3.80407 1.38594	3.80352 1.38596
7.59625	3.80402 1.38594	3.80354 1.38596
7.59725	3.80397 1.38594	3.80356 1.38596
7.59826	3.80392 1.38594	3.80358 1.38596
7.59925	3.80387 1.38594	 3.8036 1.38596
7.60025	3.80381 1.38594	3.80362 1.38596
7.60125	3.80376 1.38594	3.80364 1.38596
7.60225	3.80371 1.38594	3.80365 1.38596
7.60325	3.80365 1.38594	3.80367 1.38596
7.60425	 3.8036 1.38594	3.80369 1.38596
7.60525	3.80354 1.38594	 3.8037 1.38596
7.60625	3.80349 1.38594	3.80371 1.38596
7.60725	3.80343 1.38594	3.80373 1.38596
7.60825	3.80337 1.38594	3.80374 1.38596
7.60925	3.80332 1.38594	3.80375 1.38596
7.61026	3.80326 1.38594	3.80376 1.38596
7.61128	 3.8032 1.38594	3.80377 1.38596
7.61224	3.80314 1.38594	3.80377 1.38597
7.61322	3.80308 1.38594	3.80378 1.38597
7.6142	3.80302 1.38594	3.80379 1.38598
7.6152	3.80296 1.38594	3.80379 1.38598
7.6162	 3.8029 1.38594	 3.8038 1.38599
7.6172	3.80284 1.38594	 3.8038 1.38599
7.6182	3.80278 1.38594	3.80381   1.386
7.6192	3.80271 1.38594	3.80381 1.38601
7.62019	3.80265 1.38594	3.80381 1.38601
7.6212	3.80259 1.38594	3.80381 1.38602
7.62219	3.80252 1.38594	3.80381 1.38603
7.62319	3.80246 1.38594	3.80382 1.38603
7.62419	3.80239 1.38594	3.80382 1.38604
7.6252	3.80233 1.38594	3.80382 1.38604
7.62619	3.80226 1.38594	3.80382 1.38605
7.6272	3.80219 1.38594	3.80382 1.38605
7.62819	3.80213 1.38594	3.80382 1.38605
7.6292	3.80206 1.38594	3.80383 1.38605
7.6302	3.80199 1.38594	3.80383 1.38606
7.6312	3.80192 1.38594	3.80383 1.38606
7.6322	3.80185 1.38594	3.80383 1.38606
7.63319	3.80178 1.38594	3.80383 1.38606
7.63419	3.80171 1.38594	3.80384 1.38606
7.63519	3.80164 1.38594	3.80384 1.38606
7.63619	3.80157 1.38594	3.80384 1.38606
7.63719	 3.8015 1.38594	3.80384 1.38606
7.63819	3.80142 1.38594	3.80384 1.38606
7.6392	3.80135 1.38594	3.80384 1.38606
7.64019	3.80128 1.38594	3.80385 1.38606
7.6412	 3.8012 1.38594	3.80385 1.38606
7.6422	3.80113 1.38594	3.80385 1.38606
7.6432	3.80105 1.38594	3.80385 1.38606
7.6442	3.80098 1.38594	3.80385 1.38606
7.64519	 3.8009 1.38594	3.80385 1.38606
7.6462	3.80083 1.38594	3.80385 1.38606
7.6472	3.80075 1.38594	3.80385 1.38606
7.6482	3.80067 1.38594	3.80385 1.38605
7.64919	3.80059 1.38594	3.80385 1.38605
7.65019	3.80051 1.38594	3.80385 1.38605
7.65119	3.80044 1.38594	3.80385 1.38605
7.65219	3.80036 1.38594	3.80385 1.38605
7.65319	3.80028 1.38594	3.80385 1.38605
7.65419	 3.8002 1.38594	3.80385 1.38604
7.65519	3.80011 1.38594	3.80385 1.38604
7.65619	3.80003 1.38594	3.80385 1.38604
7.65719	3.79995 1.38594	3.80385 1.38604
7.65819	3.79987 1.38594	3.80385 1.38603
7.6592	3.79978 1.38594	3.80385 1.38603
7.66019	 3.7997 1.38594	3.80384 1.38603
7.66119	3.79962 1.38594	3.80384 1.38603
7.66219	3.79953 1.38594	3.80384 1.38602
7.66319	3.79945 1.38594	3.80384 1.38602
7.66419	3.79936 1.38594	3.80383 1.38602
7.66519	3.79927 1.38594	3.80383 1.38601
7.66621	3.79919 1.38594	3.80382 1.38601
7.66719	 3.7991 1.38594	3.80382 1.38601
7.66819	3.79901 1.38594	3.80381 1.38601
7.66919	3.79892 1.38594	3.80381   1.386
7.67019	3.79884 1.38594	3.8038  1.386
7.67119	3.79875 1.38594	3.8038  1.386
7.67219	3.79866 1.38594	3.80379 1.38599
7.67319	3.79857 1.38594	3.80378 1.38599
7.67419	3.79847 1.38594	3.80378 1.38599
7.67519	3.79838 1.38594	3.80377 1.38599
7.67619	3.79829 1.38594	3.80376 1.38598
7.67719	 3.7982 1.38594	3.80375 1.38598
7.67819	3.79811 1.38594	3.80374 1.38598
7.67919	3.79801 1.38594	3.80373 1.38597
7.68019	3.79792 1.38594	3.80372 1.38597
7.68119	3.79782 1.38594	3.80371 1.38597
7.68219	3.79773 1.38594	 3.8037 1.38596
7.68319	3.79763 1.38594	3.80369 1.38596
7.68419	3.79754 1.38594	3.80367 1.38596
7.68519	3.79744 1.38594	3.80366 1.38595
7.68619	3.79735 1.38594	3.80365 1.38595
7.6872	3.79725 1.38594	3.80363 1.38595
7.6882	3.79715 1.38594	3.80362 1.38595
7.68919	3.79705 1.38594	 3.8036 1.38594
7.6902	3.79695 1.38594	3.80359 1.38594
7.69119	3.79685 1.38594	3.80357 1.38594
7.69219	3.79675 1.38594	3.80355 1.38593
7.69319	3.79665 1.38594	3.80353 1.38593
7.69419	3.79655 1.38594	3.80351 1.38593
7.69519	3.79645 1.38594	3.80349 1.38592
7.69619	3.79635 1.38594	3.80347 1.38592
7.69719	3.79625 1.38594	3.80345 1.38592
7.69819	3.79614 1.38594	3.80343 1.38591
7.69919	3.79604 1.38594	3.80341 1.38591
7.7002	3.79594 1.38594	3.80339 1.38591
7.70119	3.79583 1.38594	3.80337 1.38591
7.7022	3.79573 1.38594	3.80334  1.3859
7.70319	3.79562 1.38594	3.80332  1.3859
7.70419	3.79552 1.38594	3.80329  1.3859
7.7052	3.79541 1.38594	3.80327  1.3859
7.7062	 3.7953 1.38594	3.80324 1.38589
7.70719	 3.7952 1.38594	3.80321 1.38589
7.70819	3.79509 1.38594	3.80319 1.38589
7.70919	3.79498 1.38594	3.80316 1.38588
7.7102	3.79487 1.38594	3.80313 1.38588
7.71121	3.79476 1.38594	 3.8031 1.38588
7.71219	3.79465 1.38594	3.80307 1.38588
7.71319	3.79454 1.38594	3.80303 1.38587
7.71419	3.79443 1.38594	  3.803 1.38587
7.71519	3.79432 1.38594	3.80297 1.38587
7.71619	3.79421 1.38594	3.80293 1.38587
7.71719	 3.7941 1.38594	 3.8029 1.38586
7.71819	3.79398 1.38594	3.80286 1.38586
7.71919	3.79387 1.38594	3.80283 1.38586
7.7202	3.79376 1.38594	 3.8028 1.38586
7.7212	3.79364 1.38594	3.80276 1.38586
7.72219	3.79353 1.38594	3.80272 1.38585
7.72319	3.79341 1.38594	3.80268 1.38585
7.72419	 3.7933 1.38594	3.80264 1.38585
7.72519	3.79318 1.38594	 3.8026 1.38585
7.72619	3.79306 1.38594	3.80256 1.38584
7.72719	3.79295 1.38594	3.80252 1.38584
7.72819	3.79283 1.38594	3.80247 1.38584
7.72919	3.79271 1.38594	3.80243 1.38584
7.73019	3.79259 1.38594	3.80238 1.38584
7.73119	3.79247 1.38594	3.80234 1.38583
7.73219	3.79235 1.38594	3.80229 1.38583
7.73319	3.79223 1.38594	3.80225 1.38583
7.7342	3.79211 1.38594	 3.8022 1.38583
7.73519	3.79199 1.38594	3.80215 1.38583
7.73619	3.79187 1.38594	3.80211 1.38583
7.73719	3.79175 1.38594	3.80206 1.38582
7.73819	3.79163 1.38594	3.80201 1.38582
7.73919	 3.7915 1.38594	3.80195 1.38582
7.74019	3.79138 1.38594	 3.8019 1.38582
7.74119	3.79126 1.38594	3.80185 1.38582
7.74219	3.79113 1.38594	3.80179 1.38582
7.74319	3.79101 1.38594	3.80174 1.38582
7.74419	3.79088 1.38594	3.80169 1.38582
7.74519	3.79076 1.38594	3.80163 1.38581
7.7462	3.79063 1.38594	3.80157 1.38581
7.74719	 3.7905 1.38594	3.80152 1.38581
7.74819	3.79038 1.38594	3.80146 1.38581
7.74919	3.79025 1.38594	 3.8014 1.38581
7.75019	3.79012 1.38594	3.80134 1.38581
7.75119	3.78999 1.38594	3.80128 1.38581
7.75219	3.78986 1.38594	3.80122 1.38581
7.75319	3.78973 1.38594	3.80116 1.38581
7.75419	 3.7896 1.38594	3.80109 1.38581
7.75519	3.78947 1.38594	3.80103 1.38581
7.75621	3.78934 1.38594	3.80097 1.38581
7.75719	3.78921 1.38594	 3.8009 1.38581
7.75819	3.78908 1.38594	3.80083 1.38581
7.75919	3.78895 1.38594	3.80077 1.38581
7.76019	3.78881 1.38594	3.80071  1.3858
7.76119	3.78868 1.38594	3.80064  1.3858
7.76219	3.78855 1.38594	3.80057  1.3858
7.76319	3.78841 1.38594	3.8005 1.3858
7.76419	3.78828 1.38594	3.80043  1.3858
7.76519	3.78814 1.38594	3.80036  1.3858
7.76619	3.78801 1.38594	3.80029  1.3858
7.76719	3.78787 1.38594	3.80021  1.3858
7.76819	3.78773 1.38594	3.80014 1.38581
7.76919	 3.7876 1.38594	3.80007 1.38581
7.77019	3.78746 1.38594	3.79999 1.38581
7.77119	3.78732 1.38594	3.79992 1.38581
7.77219	3.78718 1.38594	3.79984 1.38581
7.77319	3.78704 1.38594	3.79976 1.38581
7.77421	3.78691 1.38594	3.79968 1.38581
7.77519	3.78677 1.38594	3.79961 1.38581
7.77619	3.78663 1.38594	3.79953 1.38581
7.7772	3.78648 1.38594	3.79945 1.38581
7.77819	3.78634 1.38594	3.79937 1.38581
7.77919	 3.7862 1.38594	3.79929 1.38581
7.78019	3.78606 1.38594	3.79921 1.38581
7.78119	3.78592 1.38594	3.79912 1.38581
7.78219	3.78577 1.38594	3.79904 1.38581
7.78318	3.78563 1.38594	3.79895 1.38582
7.78418	3.78549 1.38594	3.79887 1.38582
7.78518	3.78534 1.38594	3.79879 1.38582
7.78619	 3.7852 1.38594	 3.7987 1.38582
7.78718	3.78505 1.38594	3.79862 1.38582
7.78819	3.78491 1.38594	3.79853 1.38582
7.7892	3.78476 1.38594	3.79844 1.38582
7.79019	3.78461 1.38594	3.79836 1.38582
7.79119	3.78447 1.38594	3.79827 1.38583
7.79219	3.78432 1.38594	3.79818 1.38583
7.79319	3.78417 1.38594	3.79809 1.38583
7.79419	3.78402 1.38594	  3.798 1.38583
7.79518	3.78387 1.38594	 3.7979 1.38583
7.79618	3.78372 1.38594	3.79781 1.38583
7.79718	3.78357 1.38594	3.79772 1.38583
7.79819	3.78342 1.38594	3.79762 1.38584
7.79919	3.78327 1.38594	3.79753 1.38584
7.80018	3.78312 1.38594	3.79744 1.38584
7.8012	3.78297 1.38594	3.79734 1.38584
7.80219	3.78282 1.38594	3.79724 1.38584
7.80319	3.78266 1.38594	3.79715 1.38585
7.80419	3.78251 1.38594	3.79705 1.38585
7.80521	3.78236 1.38594	3.79695 1.38585
7.80619	 3.7822 1.38594	3.79685 1.38585
7.80719	3.78205 1.38594	3.79675 1.38585
7.80819	3.78189 1.38594	3.79665 1.38586
7.8092	3.78174 1.38594	3.79655 1.38586
7.8102	3.78158 1.38594	3.79645 1.38586
7.81119	3.78143 1.38594	3.79635 1.38586
7.81219	3.78127 1.38594	3.79624 1.38587
7.81319	3.78111 1.38594	3.79614 1.38587
7.8142	3.78095 1.38594	3.79604 1.38587
7.8152	 3.7808 1.38594	3.79594 1.38587
7.8162	3.78064 1.38594	3.79584 1.38588
7.81719	3.78048 1.38594	3.79573 1.38588
7.8182	3.78032 1.38594	3.79563 1.38588
