time 	 desired_ee_pos 	 ee_pos
3.87724	3.78466 1.38594	3.75933 1.38682
3.87824	3.78481 1.38594	3.75955 1.38683
3.87924	3.78495 1.38594	3.75975 1.38684
3.88024	 3.7851 1.38594	3.75998 1.38686
3.88125	3.78524 1.38594	3.76018 1.38687
3.88224	3.78539 1.38594	3.76039 1.38688
3.88324	3.78553 1.38594	 3.7606 1.38689
3.88424	3.78568 1.38594	3.76081  1.3869
3.88524	3.78582 1.38594	3.76103 1.38691
3.88625	3.78596 1.38594	3.76124 1.38692
3.88724	3.78611 1.38594	3.76145 1.38693
3.88824	3.78625 1.38594	3.76166 1.38694
3.88924	3.78639 1.38594	3.76187 1.38695
3.89024	3.78653 1.38594	3.76207 1.38696
3.89124	3.78667 1.38594	3.76227 1.38697
3.89224	3.78681 1.38594	3.76249 1.38698
3.89324	3.78695 1.38594	3.76269 1.38699
3.89424	3.78709 1.38594	3.76289   1.387
3.89524	3.78723 1.38594	3.76309 1.38701
3.89624	3.78737 1.38594	3.76329 1.38701
3.89724	3.78751 1.38594	3.76351 1.38702
3.89824	3.78764 1.38594	3.76371 1.38703
3.89924	3.78778 1.38594	3.76391 1.38704
3.90024	3.78792 1.38594	3.76412 1.38705
3.90124	3.78805 1.38594	3.76432 1.38705
3.90224	3.78819 1.38594	3.76453 1.38706
3.90325	3.78832 1.38594	3.76472 1.38707
3.90424	3.78846 1.38594	 3.7649 1.38707
3.90528	3.78859 1.38594	3.76512 1.38708
3.90625	3.78873 1.38594	3.76532 1.38709
3.90724	3.78886 1.38594	3.76551 1.38709
3.90824	3.78899 1.38594	3.76571  1.3871
3.90924	3.78912 1.38594	3.76591  1.3871
3.91024	3.78926 1.38594	 3.7661 1.38711
3.91124	3.78939 1.38594	3.76629 1.38711
3.91224	3.78952 1.38594	3.76648 1.38712
3.91324	3.78965 1.38594	3.76668 1.38712
3.91424	3.78978 1.38594	3.76687 1.38712
3.91524	3.78991 1.38594	3.76707 1.38713
3.91624	3.79004 1.38594	3.76726 1.38713
3.91724	3.79016 1.38594	3.76745 1.38714
3.91824	3.79029 1.38594	3.76764 1.38714
3.91925	3.79042 1.38594	3.76783 1.38714
3.92024	3.79055 1.38594	3.76802 1.38714
3.92124	3.79067 1.38594	3.76821 1.38715
3.92224	 3.7908 1.38594	 3.7684 1.38715
3.92324	3.79093 1.38594	3.76858 1.38715
3.92424	3.79105 1.38594	3.76877 1.38715
3.92524	3.79117 1.38594	3.76897 1.38716
3.92624	 3.7913 1.38594	3.76916 1.38716
3.92724	3.79142 1.38594	3.76934 1.38716
3.92824	3.79155 1.38594	3.76953 1.38716
3.92924	3.79167 1.38594	3.76971 1.38716
3.93024	3.79179 1.38594	 3.7699 1.38716
3.93124	3.79191 1.38594	3.77008 1.38717
3.93224	3.79203 1.38594	3.77027 1.38716
3.93324	3.79215 1.38594	3.77044 1.38716
3.93424	3.79227 1.38594	3.77062 1.38715
3.93524	3.79239 1.38594	3.77079 1.38715
3.93621	3.79251 1.38594	3.77096 1.38714
3.93722	3.79263 1.38594	3.77114 1.38713
3.93833	3.79275 1.38594	3.77129 1.38713
3.93924	3.79287 1.38594	 3.7715 1.38712
3.94021	3.79299 1.38594	3.77167 1.38711
3.94119	 3.7931 1.38594	3.77186  1.3871
3.94219	3.79322 1.38594	3.77204  1.3871
3.94319	3.79334 1.38594	3.77222 1.38709
3.94419	3.79345 1.38594	 3.7724 1.38708
3.94519	3.79357 1.38594	3.77257 1.38707
3.94619	3.79368 1.38594	3.77275 1.38707
3.94719	3.79379 1.38594	3.77292 1.38706
3.94819	3.79391 1.38594	 3.7731 1.38705
3.94919	3.79402 1.38594	3.77328 1.38705
3.95019	3.79413 1.38594	3.77346 1.38704
3.95119	3.79425 1.38594	3.77364 1.38703
3.95221	3.79436 1.38594	3.77381 1.38703
3.95319	3.79447 1.38594	3.77399 1.38702
3.95419	3.79458 1.38594	3.77417 1.38701
3.95519	3.79469 1.38594	3.77434 1.38701
3.95621	 3.7948 1.38594	3.77452   1.387
3.95719	3.79491 1.38594	 3.7747 1.38699
3.95819	3.79502 1.38594	3.77488 1.38699
3.95919	3.79512 1.38594	3.77505 1.38698
3.96019	3.79523 1.38594	3.77522 1.38697
3.9612	3.79534 1.38594	3.77539 1.38697
3.96219	3.79545 1.38594	3.77557 1.38696
3.96319	3.79555 1.38594	3.77574 1.38696
3.96418	3.79566 1.38594	3.77591 1.38695
3.96519	3.79576 1.38594	3.77608 1.38694
3.96619	3.79587 1.38594	3.77625 1.38694
3.96719	3.79597 1.38594	3.77641 1.38693
3.9682	3.79608 1.38594	3.77658 1.38693
3.9692	3.79618 1.38594	3.77675 1.38692
3.97019	3.79628 1.38594	3.77692 1.38692
3.9712	3.79638 1.38594	3.77706 1.38691
3.97222	3.79649 1.38594	3.77724  1.3869
3.9732	3.79659 1.38594	3.77742  1.3869
3.97419	3.79669 1.38594	3.77758 1.38689
3.97519	3.79679 1.38594	3.77774 1.38689
3.97619	3.79689 1.38594	 3.7779 1.38688
3.97719	3.79699 1.38594	3.77806 1.38688
3.97819	3.79708 1.38594	3.77822 1.38687
3.97919	3.79718 1.38594	3.77838 1.38686
3.98019	3.79728 1.38594	3.77854 1.38686
3.98119	3.79738 1.38594	 3.7787 1.38685
3.98219	3.79747 1.38594	3.77886 1.38685
3.98319	3.79757 1.38594	3.77902 1.38684
3.98419	3.79767 1.38594	3.77917 1.38683
3.98519	3.79776 1.38594	3.77933 1.38683
3.9862	3.79786 1.38594	3.77948 1.38682
3.98725	3.79795 1.38594	3.77963 1.38682
3.98819	3.79804 1.38594	 3.7798 1.38681
3.9892	3.79814 1.38594	3.77994  1.3868
3.9902	3.79823 1.38594	3.78009  1.3868
3.9912	3.79832 1.38594	3.78024 1.38679
3.9922	3.79841 1.38594	 3.7804 1.38678
3.99319	3.79851 1.38594	3.78057 1.38678
3.9942	 3.7986 1.38594	 3.7807 1.38677
3.9952	3.79869 1.38594	3.78085 1.38676
3.9962	3.79878 1.38594	3.78099 1.38676
3.9972	3.79886 1.38594	3.78114 1.38675
3.9982	3.79895 1.38594	3.78129 1.38674
3.99919	3.79904 1.38594	3.78143 1.38674
4.0002	3.79913 1.38594	3.78158 1.38673
4.00119	3.79922 1.38594	3.78173 1.38672
4.00226	 3.7993 1.38594	3.78187 1.38672
4.00325	3.79939 1.38594	3.78202 1.38671
4.00424	3.79947 1.38594	3.78215  1.3867
4.00525	3.79956 1.38594	3.7823 1.3867
4.00626	3.79964 1.38594	3.78246 1.38669
4.00724	3.79973 1.38594	3.78259 1.38668
4.00824	3.79981 1.38594	3.78273 1.38667
4.00924	3.79989 1.38594	3.78286 1.38666
4.01024	3.79998 1.38594	  3.783 1.38665
4.01124	3.80006 1.38594	3.78313 1.38665
4.01224	3.80014 1.38594	3.78326 1.38664
4.01324	3.80022 1.38594	3.78339 1.38664
4.01424	 3.8003 1.38594	3.78352 1.38663
4.01524	3.80038 1.38594	3.78365 1.38663
4.01624	3.80046 1.38594	3.78378 1.38663
4.01724	3.80054 1.38594	3.78391 1.38662
4.01824	3.80062 1.38594	3.78404 1.38662
4.01925	 3.8007 1.38594	3.78417 1.38662
4.02024	3.80077 1.38594	3.78429 1.38662
4.02124	3.80085 1.38594	3.78442 1.38661
4.02224	3.80093 1.38594	3.78455 1.38661
4.02324	  3.801 1.38594	3.78468 1.38661
4.02424	3.80108 1.38594	 3.7848 1.38661
4.02524	3.80115 1.38594	3.78493  1.3866
4.02624	3.80123 1.38594	3.78505  1.3866
4.02724	 3.8013 1.38594	3.78517  1.3866
4.02824	3.80138 1.38594	3.7853 1.3866
4.02924	3.80145 1.38594	3.78542 1.38659
4.03024	3.80152 1.38594	3.78554 1.38659
4.03124	3.80159 1.38594	3.78567 1.38659
4.03224	3.80166 1.38594	3.78579 1.38659
4.03324	3.80173 1.38594	3.78591 1.38658
4.03424	 3.8018 1.38594	3.78604 1.38658
4.03524	3.80187 1.38594	3.78616 1.38658
4.03625	3.80194 1.38594	3.78628 1.38658
4.03724	3.80201 1.38594	 3.7864 1.38657
4.03824	3.80208 1.38594	3.78651 1.38657
4.03925	3.80215 1.38594	3.78665 1.38657
4.04024	3.80222 1.38594	3.78677 1.38656
4.04124	3.80228 1.38594	3.78689 1.38656
4.04224	3.80235 1.38594	3.78701 1.38656
4.04324	3.80241 1.38594	3.78713 1.38655
4.04424	3.80248 1.38594	3.78725 1.38655
4.04524	3.80254 1.38594	3.78737 1.38654
4.04624	3.80261 1.38594	3.78749 1.38654
4.04724	3.80267 1.38594	3.78761 1.38654
4.04824	3.80273 1.38594	3.78772 1.38653
4.04924	 3.8028 1.38594	3.78784 1.38653
4.05024	3.80286 1.38594	3.78796 1.38652
4.05124	3.80292 1.38594	3.78808 1.38652
4.05224	3.80298 1.38594	3.78819 1.38652
4.05325	3.80304 1.38594	3.78831 1.38651
4.05424	 3.8031 1.38594	3.78842 1.38651
4.05524	3.80316 1.38594	3.78854  1.3865
4.05624	3.80322 1.38594	3.78865  1.3865
4.05724	3.80328 1.38594	3.78877  1.3865
4.05824	3.80333 1.38594	3.78888 1.38649
4.05924	3.80339 1.38594	  3.789 1.38649
4.06024	3.80345 1.38594	3.78911 1.38648
4.06124	3.80351 1.38594	3.78923 1.38648
4.06224	3.80356 1.38594	3.78934 1.38647
4.06324	3.80362 1.38594	3.78946 1.38647
4.06424	3.80367 1.38594	3.78957 1.38647
4.06524	3.80372 1.38594	3.78968 1.38646
4.06624	3.80378 1.38594	3.78979 1.38646
4.06724	3.80383 1.38594	3.78992 1.38645
4.06824	3.80388 1.38594	3.79002 1.38645
4.06925	3.80394 1.38594	3.79014 1.38644
4.07024	3.80399 1.38594	3.79025 1.38644
4.07124	3.80404 1.38594	3.79034 1.38644
4.07226	3.80409 1.38594	3.79047 1.38643
4.07325	3.80414 1.38594	3.79058 1.38643
4.07424	3.80419 1.38594	3.79069 1.38642
4.07524	3.80424 1.38594	 3.7908 1.38642
4.07624	3.80429 1.38594	3.79091 1.38642
4.07724	3.80433 1.38594	3.79102 1.38641
4.07824	3.80438 1.38594	3.79113 1.38641
4.07924	3.80443 1.38594	3.79124  1.3864
4.08024	3.80447 1.38594	3.79134  1.3864
4.08124	3.80452 1.38594	3.79145  1.3864
4.08224	3.80456 1.38594	3.79156 1.38639
4.08324	3.80461 1.38594	3.79167 1.38639
4.08424	3.80465 1.38594	3.79177 1.38638
4.08524	 3.8047 1.38594	3.79187 1.38638
4.08625	3.80474 1.38594	3.79198 1.38638
4.08724	3.80478 1.38594	3.79209 1.38637
4.08824	3.80482 1.38594	3.79219 1.38637
4.08924	3.80487 1.38594	 3.7923 1.38637
4.09024	3.80491 1.38594	 3.7924 1.38636
4.09124	3.80495 1.38594	3.79251 1.38636
4.09224	3.80499 1.38594	3.79261 1.38636
4.09324	3.80503 1.38594	 3.7927 1.38635
4.09424	3.80507 1.38594	3.79282 1.38635
4.09524	 3.8051 1.38594	3.79292 1.38635
4.09624	3.80514 1.38594	3.79302 1.38634
4.09724	3.80518 1.38594	3.79312 1.38634
4.09824	3.80522 1.38594	3.79322 1.38634
4.09924	3.80525 1.38594	3.79332 1.38633
4.10024	3.80529 1.38594	3.79343 1.38633
4.10124	3.80532 1.38594	3.79353 1.38633
4.10224	3.80536 1.38594	3.79363 1.38632
4.10325	3.80539 1.38594	3.79373 1.38632
4.10424	3.80543 1.38594	3.79382 1.38632
4.10524	3.80546 1.38594	3.79393 1.38631
4.10626	3.80549 1.38594	3.79403 1.38631
4.10724	3.80552 1.38594	3.79412 1.38631
4.10824	3.80555 1.38594	3.79422 1.38631
4.10924	3.80559 1.38594	3.79432  1.3863
4.11024	3.80562 1.38594	3.79442  1.3863
4.11124	3.80565 1.38594	3.79451  1.3863
4.11224	3.80567 1.38594	3.79461  1.3863
4.11324	 3.8057 1.38594	 3.7947 1.38629
4.11424	3.80573 1.38594	 3.7948 1.38629
4.11524	3.80576 1.38594	 3.7949 1.38629
4.11624	3.80579 1.38594	3.79499 1.38629
4.11724	3.80581 1.38594	3.79508 1.38628
4.11824	3.80584 1.38594	3.79518 1.38628
4.11924	3.80587 1.38594	3.79527 1.38628
4.12024	3.80589 1.38594	3.79536 1.38628
4.12124	3.80592 1.38594	3.79545 1.38628
4.12224	3.80594 1.38594	3.79554 1.38627
4.12324	3.80596 1.38594	3.79563 1.38627
4.12424	3.80599 1.38594	3.79573 1.38627
4.12524	3.80601 1.38594	3.79581 1.38627
4.12624	3.80603 1.38594	 3.7959 1.38627
4.12724	3.80605 1.38594	3.79599 1.38626
4.12824	3.80607 1.38594	3.79608 1.38626
4.12924	3.80609 1.38594	3.79617 1.38626
4.13024	3.80611 1.38594	3.79625 1.38626
4.13124	3.80613 1.38594	3.79634 1.38626
4.13224	3.80615 1.38594	3.79643 1.38625
4.13324	3.80617 1.38594	3.79651 1.38625
4.13424	3.80619 1.38594	 3.7966 1.38625
4.13524	 3.8062 1.38594	3.79669 1.38625
4.13625	3.80622 1.38594	3.79677 1.38625
4.13724	3.80624 1.38594	3.79686 1.38625
4.13824	3.80625 1.38594	3.79693 1.38625
4.13926	3.80627 1.38594	3.79703 1.38624
4.14024	3.80628 1.38594	3.79711 1.38624
4.14124	 3.8063 1.38594	3.79719 1.38624
4.14224	3.80631 1.38594	3.79727 1.38624
4.14324	3.80632 1.38594	3.79736 1.38624
4.14424	3.80633 1.38594	3.79743 1.38624
4.14524	3.80635 1.38594	3.79752 1.38624
4.14624	3.80636 1.38594	 3.7976 1.38623
4.14724	3.80637 1.38594	3.79768 1.38623
4.14824	3.80638 1.38594	3.79776 1.38623
4.14924	3.80639 1.38594	3.79784 1.38623
4.15024	 3.8064 1.38594	3.79791 1.38623
4.15124	3.80641 1.38594	3.79799 1.38623
4.15224	3.80641 1.38594	3.79807 1.38623
4.15325	3.80642 1.38594	3.79815 1.38623
4.15424	3.80643 1.38594	3.79823 1.38623
4.15524	3.80643 1.38594	 3.7983 1.38622
4.15624	3.80644 1.38594	3.79837 1.38622
4.15724	3.80645 1.38594	3.79845 1.38622
4.15824	3.80645 1.38594	3.79852 1.38622
4.15924	3.80645 1.38594	3.79859 1.38622
4.16024	3.80646 1.38594	3.79867 1.38622
4.16124	3.80646 1.38594	3.79874 1.38622
4.16224	3.80646 1.38594	3.79881 1.38622
4.16324	3.80647 1.38594	3.79889 1.38622
4.16424	3.80647 1.38594	3.79896 1.38622
4.16524	3.80647 1.38594	3.79903 1.38622
4.16624	3.80647 1.38594	 3.7991 1.38621
4.16724	3.80647 1.38594	3.79917 1.38621
4.16824	3.80647 1.38594	3.79923  1.3862
4.16924	3.80647 1.38594	3.7993 1.3862
4.17025	3.80647 1.38594	3.79937 1.38619
4.17124	3.80647 1.38594	3.79944 1.38618
4.17225	3.80646 1.38594	 3.7995 1.38618
4.17325	3.80646 1.38594	3.79957 1.38617
4.17424	3.80646 1.38594	3.79964 1.38616
4.17524	3.80645 1.38594	 3.7997 1.38615
4.17624	3.80645 1.38594	3.79977 1.38614
4.17724	3.80644 1.38594	3.79983 1.38614
4.17824	3.80644 1.38594	 3.7999 1.38613
4.17924	3.80643 1.38594	3.79997 1.38612
4.18024	3.80642 1.38594	3.80003 1.38611
4.18124	3.80642 1.38594	 3.8001 1.38611
4.18224	3.80641 1.38594	3.80017  1.3861
4.18324	 3.8064 1.38594	3.80023 1.38609
4.18424	3.80639 1.38594	 3.8003 1.38609
4.18524	3.80638 1.38594	3.80037 1.38608
4.18625	3.80637 1.38594	3.80043 1.38607
4.18724	3.80636 1.38594	3.80049 1.38607
4.18824	3.80635 1.38594	3.80055 1.38606
4.18924	3.80634 1.38594	3.80062 1.38606
4.19024	3.80633 1.38594	3.80069 1.38605
4.19124	3.80631 1.38594	3.80074 1.38605
4.19224	 3.8063 1.38594	3.80081 1.38604
4.19324	3.80629 1.38594	3.80087 1.38604
4.19424	3.80627 1.38594	3.80092 1.38603
4.19524	3.80626 1.38594	3.80098 1.38603
4.19624	3.80624 1.38594	3.80104 1.38603
4.19724	3.80623 1.38594	 3.8011 1.38602
4.19824	3.80621 1.38594	3.80116 1.38602
4.19924	3.80619 1.38594	3.80122 1.38602
4.20024	3.80617 1.38594	3.80128 1.38601
4.20124	3.80616 1.38594	3.80133 1.38601
4.20224	3.80614 1.38594	3.80139 1.38601
4.20325	3.80612 1.38594	3.80144 1.38601
4.20424	 3.8061 1.38594	3.8015  1.386
4.20524	3.80608 1.38594	3.80155   1.386
4.20627	3.80606 1.38594	3.80161   1.386
4.20724	3.80604 1.38594	3.80166   1.386
4.20824	3.80602 1.38594	3.80172   1.386
4.20924	3.80599 1.38594	3.80177 1.38599
4.21024	3.80597 1.38594	3.80182 1.38599
4.21124	3.80595 1.38594	3.80187 1.38599
4.21224	3.80592 1.38594	3.80192 1.38599
4.21324	 3.8059 1.38594	3.80197 1.38599
4.21424	3.80587 1.38594	3.80202 1.38599
4.21524	3.80585 1.38594	3.80206 1.38599
4.21624	3.80582 1.38594	3.80211 1.38598
4.21724	 3.8058 1.38594	3.80216 1.38598
4.21829	3.80577 1.38594	 3.8022 1.38598
4.21924	3.80574 1.38594	3.80225 1.38598
4.22025	3.80571 1.38594	3.80229 1.38598
4.22124	3.80568 1.38594	3.80233 1.38598
4.22225	3.80566 1.38594	3.80238 1.38598
4.22324	3.80563 1.38594	3.80242 1.38598
4.22424	 3.8056 1.38594	3.80246 1.38598
4.22524	3.80556 1.38594	 3.8025 1.38598
4.22624	3.80553 1.38594	3.80254 1.38598
4.22724	 3.8055 1.38594	3.80258 1.38598
4.22824	3.80547 1.38594	3.80262 1.38598
4.22924	3.80544 1.38594	3.80266 1.38598
4.23024	 3.8054 1.38594	 3.8027 1.38598
4.23124	3.80537 1.38594	3.80273 1.38598
4.23224	3.80533 1.38594	3.80277 1.38598
4.23324	 3.8053 1.38594	3.80281 1.38598
4.23424	3.80526 1.38594	3.80284 1.38598
4.23524	3.80523 1.38594	3.80288 1.38598
4.23625	3.80519 1.38594	3.80291 1.38598
4.23724	3.80515 1.38594	3.80294 1.38598
4.23825	3.80512 1.38594	3.80298 1.38598
4.23924	3.80508 1.38594	3.80301 1.38598
4.24024	3.80504 1.38594	3.80304 1.38598
4.24124	  3.805 1.38594	3.80307 1.38598
4.24224	3.80496 1.38594	 3.8031 1.38598
4.24324	3.80492 1.38594	3.80313 1.38598
4.24424	3.80488 1.38594	3.80316 1.38598
4.24524	3.80484 1.38594	3.80319 1.38598
4.24624	 3.8048 1.38594	3.80321 1.38598
4.24724	3.80475 1.38594	3.80324 1.38598
4.24824	3.80471 1.38594	3.80327 1.38598
4.24924	3.80467 1.38594	3.80329 1.38598
4.25024	3.80462 1.38594	3.80332 1.38598
4.25124	3.80458 1.38594	3.80334 1.38598
4.25224	3.80453 1.38594	3.80337 1.38598
4.25325	3.80449 1.38594	3.80339 1.38598
4.25424	3.80444 1.38594	3.80341 1.38598
4.25524	 3.8044 1.38594	3.80344 1.38598
4.25624	3.80435 1.38594	3.80346 1.38598
4.25724	 3.8043 1.38594	3.80348 1.38598
4.25824	3.80425 1.38594	 3.8035 1.38598
4.25924	 3.8042 1.38594	3.80352 1.38598
4.26024	3.80416 1.38594	3.80354 1.38598
4.26124	3.80411 1.38594	3.80356 1.38598
4.26224	3.80406 1.38594	3.80357 1.38598
4.26324	  3.804 1.38594	3.80359 1.38598
4.26424	3.80395 1.38594	3.80361 1.38598
4.26524	 3.8039 1.38594	3.80363 1.38598
4.26624	3.80385 1.38594	3.80364 1.38597
4.26724	 3.8038 1.38594	3.80366 1.38597
4.26824	3.80374 1.38594	3.80367 1.38597
4.26924	3.80369 1.38594	3.80369 1.38597
4.27026	3.80363 1.38594	 3.8037 1.38597
4.27125	3.80358 1.38594	3.80371 1.38597
4.27234	3.80352 1.38594	3.80372 1.38597
4.27323	3.80347 1.38594	3.80373 1.38597
4.27422	3.80341 1.38594	3.80375 1.38597
4.2752	3.80335 1.38594	3.80376 1.38597
4.27619	 3.8033 1.38594	3.80376 1.38597
4.27719	3.80324 1.38594	3.80377 1.38597
4.27819	3.80318 1.38594	3.80378 1.38598
4.27919	3.80312 1.38594	3.80378 1.38598
4.28019	3.80306 1.38594	3.80378 1.38598
4.28119	  3.803 1.38594	3.80379 1.38599
4.28219	3.80294 1.38594	3.80379 1.38599
4.28319	3.80288 1.38594	3.80379   1.386
4.28419	3.80282 1.38594	3.8038  1.386
4.28519	3.80275 1.38594	 3.8038 1.38601
4.28621	3.80269 1.38594	 3.8038 1.38601
4.28719	3.80263 1.38594	 3.8038 1.38602
4.28829	3.80256 1.38594	 3.8038 1.38602
4.28919	 3.8025 1.38594	 3.8038 1.38603
4.29019	3.80244 1.38594	 3.8038 1.38604
4.29119	3.80237 1.38594	3.80379 1.38604
4.29219	 3.8023 1.38594	3.80379 1.38605
4.29319	3.80224 1.38594	3.80379 1.38606
4.2942	3.80217 1.38594	3.80379 1.38606
4.29519	 3.8021 1.38594	3.80379 1.38606
4.29619	3.80204 1.38594	3.80378 1.38607
4.29719	3.80197 1.38594	3.80378 1.38607
4.29819	 3.8019 1.38594	3.80378 1.38608
4.29919	3.80183 1.38594	3.80378 1.38608
4.30019	3.80176 1.38594	3.80378 1.38608
4.30119	3.80169 1.38594	3.80378 1.38608
4.30219	3.80162 1.38594	3.80378 1.38608
4.30319	3.80154 1.38594	3.80378 1.38608
4.30419	3.80147 1.38594	3.80377 1.38608
4.30529	 3.8014 1.38594	3.80377 1.38609
4.3062	3.80133 1.38594	3.80377 1.38609
4.30722	3.80125 1.38594	3.80377 1.38609
4.30819	3.80118 1.38594	3.80377 1.38609
4.30919	 3.8011 1.38594	3.80377 1.38608
4.31019	3.80103 1.38594	3.80377 1.38608
4.31119	3.80095 1.38594	3.80377 1.38608
4.31219	3.80088 1.38594	3.80377 1.38608
4.31316	 3.8008 1.38594	3.80377 1.38608
4.31419	3.80072 1.38594	3.80377 1.38608
4.31519	3.80065 1.38594	3.80376 1.38608
4.31619	3.80057 1.38594	3.80376 1.38608
4.31719	3.80049 1.38594	3.80376 1.38608
4.31819	3.80041 1.38594	3.80376 1.38607
4.31921	3.80033 1.38594	3.80376 1.38607
4.32019	3.80025 1.38594	3.80376 1.38607
4.32119	3.80017 1.38594	3.80375 1.38607
4.3222	3.80009 1.38594	3.80375 1.38607
4.32319	    3.8 1.38594	3.80375 1.38606
4.32419	3.79992 1.38594	3.80375 1.38606
4.32519	3.79984 1.38594	3.80375 1.38606
4.32619	3.79976 1.38594	3.80374 1.38606
4.32719	3.79967 1.38594	3.80374 1.38605
4.32819	3.79959 1.38594	3.80374 1.38605
4.32919	 3.7995 1.38594	3.80373 1.38605
4.33019	3.79942 1.38594	3.80373 1.38605
4.33118	3.79933 1.38594	3.80372 1.38604
4.33219	3.79925 1.38594	3.80372 1.38604
4.33319	3.79916 1.38594	3.80372 1.38604
4.33419	3.79907 1.38594	3.80371 1.38603
4.33518	3.79898 1.38594	3.80371 1.38603
4.33619	3.79889 1.38594	 3.8037 1.38603
4.33719	3.79881 1.38594	3.80369 1.38602
4.33826	3.79872 1.38594	3.80369 1.38602
4.33919	3.79863 1.38594	3.80368 1.38602
4.34019	3.79854 1.38594	3.80367 1.38602
4.34119	3.79844 1.38594	3.80367 1.38601
4.34219	3.79835 1.38594	3.80366 1.38601
4.34319	3.79826 1.38594	3.80365 1.38601
4.34419	3.79817 1.38594	3.80364   1.386
4.34519	3.79808 1.38594	3.80363   1.386
4.3462	3.79798 1.38594	3.80362 1.38599
4.34719	3.79789 1.38594	3.80361 1.38599
4.34819	3.79779 1.38594	 3.8036 1.38599
4.34919	 3.7977 1.38594	3.80359 1.38598
4.35019	 3.7976 1.38594	3.80358 1.38598
4.35118	3.79751 1.38594	3.80357 1.38598
4.35219	3.79741 1.38594	3.80355 1.38597
4.35319	3.79731 1.38594	3.80354 1.38597
4.35419	3.79722 1.38594	3.80353 1.38597
4.35519	3.79712 1.38594	3.80351 1.38596
4.35619	3.79702 1.38594	 3.8035 1.38596
4.35719	3.79692 1.38594	3.80348 1.38596
4.35819	3.79682 1.38594	3.80347 1.38595
4.35919	3.79672 1.38594	3.80345 1.38595
4.36019	3.79662 1.38594	3.80343 1.38595
4.36119	3.79652 1.38594	3.80342 1.38594
4.36219	3.79642 1.38594	 3.8034 1.38594
4.36319	3.79632 1.38594	3.80338 1.38594
4.36418	3.79621 1.38594	3.80336 1.38593
4.36518	3.79611 1.38594	3.80334 1.38593
4.36619	3.79601 1.38594	3.80332 1.38593
4.36719	 3.7959 1.38594	 3.8033 1.38592
4.36819	 3.7958 1.38594	3.80327 1.38592
4.36919	3.79569 1.38594	3.80325 1.38592
4.37019	3.79559 1.38594	3.80323 1.38592
4.37119	3.79548 1.38594	3.80321 1.38591
4.37219	3.79537 1.38594	3.80318 1.38591
4.37319	3.79527 1.38594	3.80316 1.38591
4.37419	3.79516 1.38594	3.80313  1.3859
4.37519	3.79505 1.38594	3.80311  1.3859
4.37619	3.79494 1.38594	3.80308  1.3859
4.37719	3.79484 1.38594	3.80305  1.3859
4.37819	3.79473 1.38594	3.80302 1.38589
4.37919	3.79462 1.38594	3.80299 1.38589
4.38019	3.79451 1.38594	3.80296 1.38589
4.38118	3.79439 1.38594	3.80293 1.38588
4.38219	3.79428 1.38594	 3.8029 1.38588
4.38318	3.79417 1.38594	3.80287 1.38588
4.38418	3.79406 1.38594	3.80283 1.38588
4.38518	3.79395 1.38594	 3.8028 1.38587
4.38619	3.79383 1.38594	3.80277 1.38587
4.38718	3.79372 1.38594	3.80273 1.38587
4.3882	 3.7936 1.38594	 3.8027 1.38587
4.38919	3.79349 1.38594	3.80266 1.38587
4.39019	3.79337 1.38594	3.80262 1.38586
4.3912	3.79326 1.38594	3.80258 1.38586
4.39219	3.79314 1.38594	3.80254 1.38586
4.39318	3.79303 1.38594	 3.8025 1.38586
4.39419	3.79291 1.38594	3.80246 1.38586
4.39519	3.79279 1.38594	3.80242 1.38585
4.39618	3.79267 1.38594	3.80238 1.38585
4.39718	3.79255 1.38594	3.80234 1.38585
4.39818	3.79243 1.38594	3.80229 1.38584
4.39919	3.79231 1.38594	3.80225 1.38584
4.40018	3.79219 1.38594	 3.8022 1.38584
4.40118	3.79207 1.38594	3.80216 1.38584
4.40219	3.79195 1.38594	3.80211 1.38584
4.40319	3.79183 1.38594	3.80206 1.38584
4.40418	3.79171 1.38594	3.80202 1.38583
4.40525	3.79159 1.38594	3.80196 1.38585
4.4062	3.79146 1.38594	3.80192 1.38583
4.40719	3.79134 1.38594	3.80187 1.38583
4.40819	3.79122 1.38594	3.80182 1.38583
4.40919	3.79109 1.38594	3.80176 1.38583
4.41019	3.79097 1.38594	3.80171 1.38582
4.41118	3.79084 1.38594	3.80166 1.38582
4.41218	3.79072 1.38594	 3.8016 1.38582
4.41318	3.79059 1.38594	3.80155 1.38582
4.41418	3.79046 1.38594	3.80149 1.38582
4.41519	3.79033 1.38594	3.80143 1.38582
4.41618	3.79021 1.38594	3.80138 1.38582
4.41718	3.79008 1.38594	3.80132 1.38582
4.41819	3.78995 1.38594	3.80126 1.38581
4.41919	3.78982 1.38594	 3.8012 1.38581
4.42019	3.78969 1.38594	3.80114 1.38581
4.42119	3.78956 1.38594	3.80108 1.38581
4.42219	3.78943 1.38594	3.80102 1.38581
4.42319	 3.7893 1.38594	3.80095 1.38581
4.42418	3.78917 1.38594	3.80088 1.38581
4.4252	3.78904 1.38594	3.80082 1.38581
4.42619	 3.7889 1.38594	3.80076 1.38581
4.42718	3.78877 1.38594	3.80069 1.38581
4.42818	3.78864 1.38594	3.80063 1.38581
4.42919	 3.7885 1.38594	3.80056 1.38581
4.43019	3.78837 1.38594	3.80049 1.38581
4.43118	3.78823 1.38594	3.80042 1.38581
