time 	 desired_ee_pos 	 ee_pos
1.45612	3.65647 1.38594	3.65647 1.38591
1.45712	3.65647 1.38594	3.65647 1.38591
1.45812	3.65647 1.38594	3.65647 1.38591
1.45912	3.65647 1.38594	3.65647 1.38591
1.46011	3.65647 1.38594	3.65647 1.38591
1.46112	3.65647 1.38594	3.65647 1.38591
1.46212	3.65647 1.38594	3.65647 1.38591
1.46316	3.65647 1.38594	3.65647 1.38591
1.46412	3.65647 1.38594	3.65647 1.38591
1.46512	3.65647 1.38594	3.65647 1.38591
1.46612	3.65647 1.38594	3.65647 1.38591
1.46712	3.65647 1.38594	3.65647 1.38591
1.46812	3.65647 1.38594	3.65647 1.38591
1.46912	3.65647 1.38594	3.65647 1.38591
1.47012	3.65647 1.38594	3.65647 1.38591
1.47112	3.65647 1.38594	3.65647 1.38591
1.47212	3.65647 1.38594	3.65647 1.38591
1.47312	3.65647 1.38594	3.65647 1.38591
1.47412	3.65647 1.38594	3.65647 1.38591
1.47512	3.65647 1.38594	3.65647 1.38591
1.47612	3.65647 1.38594	3.65647 1.38591
1.47712	3.65647 1.38594	3.65647 1.38591
1.47812	3.65647 1.38594	3.65647 1.38591
1.47912	3.65647 1.38594	3.65647 1.38591
1.48012	3.65647 1.38594	3.65647 1.38591
1.48112	3.65647 1.38594	3.65647 1.38591
1.48212	3.65647 1.38594	3.65647 1.38591
1.48313	3.65647 1.38594	3.65647 1.38591
1.48412	3.65647 1.38594	3.65647 1.38591
1.48512	3.65647 1.38594	3.65647 1.38591
1.48612	3.65647 1.38594	3.65647 1.38591
1.48712	3.65647 1.38594	3.65647 1.38591
1.48812	3.65647 1.38594	3.65647 1.38591
1.48912	3.65647 1.38594	3.65647 1.38591
1.49012	3.65647 1.38594	3.65647 1.38591
1.49112	3.65647 1.38594	3.65647 1.38591
1.49212	3.65647 1.38594	3.65647 1.38591
1.49313	3.65647 1.38594	3.65647 1.38591
1.49414	3.65647 1.38594	3.65647 1.38591
1.49512	3.65647 1.38594	3.65647 1.38591
1.49617	3.65647 1.38594	3.65647 1.38591
1.49712	3.65647 1.38594	3.65647 1.38591
1.49812	3.65647 1.38594	3.65647 1.38591
1.49912	3.65647 1.38594	3.65647 1.38591
1.50012	3.65647 1.38594	3.65647 1.38591
1.50112	3.65647 1.38594	3.65647 1.38591
1.50212	3.65647 1.38594	3.65647 1.38591
1.50312	3.65647 1.38594	3.65647 1.38591
1.50412	3.65647 1.38594	3.65647 1.38591
1.50512	3.65647 1.38594	3.65647 1.38591
1.50612	3.65647 1.38594	3.65647 1.38591
1.50712	3.65647 1.38594	3.65647 1.38591
1.50812	3.65647 1.38594	3.65647 1.38591
1.50912	3.65647 1.38594	3.65647 1.38591
1.51012	3.65647 1.38594	3.65647 1.38591
1.51112	3.65647 1.38594	3.65647 1.38591
1.51212	3.65647 1.38594	3.65647 1.38591
1.51312	3.65647 1.38594	3.65647 1.38591
1.51412	3.65647 1.38594	3.65647 1.38591
1.51512	3.65647 1.38594	3.65647 1.38591
1.51612	3.65647 1.38594	3.65647 1.38591
1.51712	3.65647 1.38594	3.65647 1.38591
1.51812	3.65647 1.38594	3.65647 1.38591
1.51912	3.65647 1.38594	3.65647 1.38591
1.52012	3.65647 1.38594	3.65647 1.38591
1.52112	3.65647 1.38594	3.65647 1.38591
1.52212	3.65647 1.38594	3.65647 1.38591
1.52312	3.65647 1.38594	3.65647 1.38591
1.52412	3.65647 1.38594	3.65647 1.38591
1.52512	3.65647 1.38594	3.65647 1.38591
1.52612	3.65647 1.38594	3.65647 1.38591
1.52712	3.65647 1.38594	3.65647 1.38591
1.52812	3.65647 1.38594	3.65647 1.38591
1.52912	3.65647 1.38594	3.65647 1.38591
1.53014	3.65647 1.38594	3.65647 1.38591
1.53116	3.65647 1.38594	3.65647 1.38591
1.53212	3.65647 1.38594	3.65647 1.38591
1.53312	3.65647 1.38594	3.65647 1.38591
1.53412	3.65647 1.38594	3.65647 1.38591
1.53512	3.65647 1.38594	3.65647 1.38591
1.53612	3.65647 1.38594	3.65647 1.38591
1.53712	3.65647 1.38594	3.65647 1.38591
1.53812	3.65647 1.38594	3.65647 1.38591
1.53912	3.65647 1.38594	3.65647 1.38591
1.54012	3.65647 1.38594	3.65647 1.38591
1.54112	3.65647 1.38594	3.65647 1.38591
1.54212	3.65647 1.38594	3.65647 1.38591
1.54312	3.65647 1.38594	3.65647 1.38591
1.54412	3.65647 1.38594	3.65647 1.38591
1.54513	3.65647 1.38594	3.65647 1.38591
1.54612	3.65647 1.38594	3.65647 1.38591
1.54712	3.65647 1.38594	3.65647 1.38591
1.54812	3.65647 1.38594	3.65647 1.38591
1.54912	3.65647 1.38594	3.65647 1.38591
1.55012	3.65647 1.38594	3.65647 1.38591
1.55112	3.65647 1.38594	3.65647 1.38591
1.55212	3.65647 1.38594	3.65647 1.38591
1.55312	3.65647 1.38594	3.65647 1.38591
1.55412	3.65647 1.38594	3.65647 1.38591
1.55512	3.65647 1.38594	3.65647 1.38591
1.55612	3.65647 1.38594	3.65647 1.38591
1.55712	3.65647 1.38594	3.65647 1.38591
1.55812	3.65647 1.38594	3.65647 1.38591
1.55912	3.65647 1.38594	3.65647 1.38591
1.56012	3.65647 1.38594	3.65647 1.38591
1.56112	3.65647 1.38594	3.65647 1.38591
1.56212	3.65647 1.38594	3.65647 1.38591
1.56314	3.65647 1.38594	3.65647 1.38591
1.56413	3.65647 1.38594	3.65647 1.38591
1.56513	3.65647 1.38594	3.65647 1.38591
1.56613	3.65647 1.38594	3.65647 1.38591
1.56712	3.65647 1.38594	3.65647 1.38591
1.56812	3.65647 1.38594	3.65647 1.38591
1.56912	3.65647 1.38594	3.65647 1.38591
1.57012	3.65647 1.38594	3.65647 1.38591
1.57112	3.65647 1.38594	3.65647 1.38591
1.57212	3.65647 1.38594	3.65647 1.38591
1.57312	3.65647 1.38594	3.65647 1.38591
1.57412	3.65647 1.38594	3.65647 1.38591
1.57512	3.65647 1.38594	3.65647 1.38591
1.57611	3.65647 1.38594	3.65647 1.38591
1.57712	3.65647 1.38594	3.65647 1.38591
1.57812	3.65647 1.38594	3.65647 1.38591
1.57912	3.65647 1.38594	3.65647 1.38591
1.58012	3.65647 1.38594	3.65647 1.38591
1.58111	3.65647 1.38594	3.65647 1.38591
1.58212	3.65647 1.38594	3.65647 1.38591
1.58312	3.65647 1.38594	3.65647 1.38591
1.58412	3.65647 1.38594	3.65647 1.38591
1.58512	3.65647 1.38594	3.65647 1.38591
1.58612	3.65647 1.38594	3.65647 1.38591
1.58712	3.65647 1.38594	3.65647 1.38591
1.58811	3.65647 1.38594	3.65647 1.38591
1.58912	3.65647 1.38594	3.65647 1.38591
1.59012	3.65647 1.38594	3.65647 1.38591
1.59112	3.65647 1.38594	3.65647 1.38591
1.59211	3.65647 1.38594	3.65647 1.38591
1.59312	3.65647 1.38594	3.65647 1.38591
1.59412	3.65647 1.38594	3.65647 1.38591
1.59512	3.65647 1.38594	3.65647 1.38591
1.59612	3.65647 1.38594	3.65647 1.38591
1.59712	3.65647 1.38594	3.65647 1.38591
1.59812	3.65647 1.38594	3.65647 1.38591
1.59912	3.65647 1.38594	3.65647 1.38591
1.60012	3.65647 1.38594	3.65647 1.38591
1.60111	3.65647 1.38594	3.65647 1.38591
1.60212	3.65647 1.38594	3.65647 1.38591
1.60312	3.65647 1.38594	3.65647 1.38591
1.60412	3.65647 1.38594	3.65647 1.38591
1.60512	3.65647 1.38594	3.65647 1.38591
1.60612	3.65647 1.38594	3.65647 1.38591
1.60712	3.65647 1.38594	3.65647 1.38591
1.60812	3.65647 1.38594	3.65647 1.38591
1.60911	3.65647 1.38594	3.65647 1.38591
1.61012	3.65647 1.38594	3.65647 1.38591
1.61113	3.65647 1.38594	3.65647 1.38591
1.61212	3.65647 1.38594	3.65647 1.38591
1.61312	3.65647 1.38594	3.65647 1.38591
1.61412	3.65647 1.38594	3.65647 1.38591
1.61512	3.65647 1.38594	3.65647 1.38591
1.61612	3.65647 1.38594	3.65647 1.38591
1.61712	3.65647 1.38594	3.65647 1.38591
1.61812	3.65647 1.38594	3.65647 1.38591
1.61912	3.65647 1.38594	3.65647 1.38591
1.62012	3.65647 1.38594	3.65647 1.38591
1.62112	3.65647 1.38594	3.65647 1.38591
1.62212	3.65647 1.38594	3.65647 1.38591
1.62312	3.65647 1.38594	3.65647 1.38591
1.62411	3.65647 1.38594	3.65647 1.38591
1.62512	3.65647 1.38594	3.65647 1.38591
1.62612	3.65647 1.38594	3.65647 1.38591
1.62712	3.65647 1.38594	3.65647 1.38591
1.62812	3.65647 1.38594	3.65647 1.38591
1.62912	3.65647 1.38594	3.65647 1.38591
1.63014	3.65647 1.38594	3.65647 1.38591
1.63113	3.65647 1.38594	3.65647 1.38591
1.63212	3.65647 1.38594	3.65647 1.38591
1.63319	3.65647 1.38594	3.65647 1.38591
1.63416	3.65647 1.38594	3.65647 1.38591
1.63512	3.65647 1.38594	3.65647 1.38591
1.63612	3.65647 1.38594	3.65647 1.38591
1.63712	3.65647 1.38594	3.65647 1.38591
1.63812	3.65647 1.38594	3.65647 1.38591
1.63912	3.65647 1.38594	3.65647 1.38591
1.64012	3.65647 1.38594	3.65647 1.38591
1.64112	3.65647 1.38594	3.65647 1.38591
1.64212	3.65647 1.38594	3.65647 1.38591
1.64312	3.65647 1.38594	3.65647 1.38591
1.64412	3.65647 1.38594	3.65647 1.38591
1.64513	3.65647 1.38594	3.65647 1.38591
1.64612	3.65647 1.38594	3.65647 1.38591
1.64712	3.65647 1.38594	3.65647 1.38591
1.64812	3.65647 1.38594	3.65647 1.38591
1.64912	3.65647 1.38594	3.65647 1.38591
1.65012	3.65647 1.38594	3.65647 1.38591
1.65112	3.65647 1.38594	3.65647 1.38591
1.65212	3.65647 1.38594	3.65647 1.38591
1.65312	3.65647 1.38594	3.65647 1.38591
1.65412	3.65647 1.38594	3.65647 1.38591
1.65512	3.65647 1.38594	3.65647 1.38591
1.65612	3.65647 1.38594	3.65647 1.38591
1.65712	3.65647 1.38594	3.65647 1.38591
1.65812	3.65647 1.38594	3.65647 1.38591
1.65912	3.65647 1.38594	3.65647 1.38591
1.66012	3.65647 1.38594	3.65647 1.38591
1.66112	3.65647 1.38594	3.65647 1.38591
1.66212	3.65647 1.38594	3.65647 1.38591
1.66317	3.65647 1.38594	3.65647 1.38591
1.66415	3.65647 1.38594	3.65647 1.38591
1.66514	3.65647 1.38594	3.65647 1.38591
1.66615	3.65647 1.38594	3.65647 1.38591
1.66715	3.65647 1.38594	3.65647 1.38591
1.66814	3.65647 1.38594	3.65647 1.38591
1.66914	3.65647 1.38594	3.65647 1.38591
1.67015	3.65647 1.38594	3.65647 1.38591
1.67114	3.65647 1.38594	3.65647 1.38591
1.67214	3.65647 1.38594	3.65647 1.38591
1.67315	3.65647 1.38594	3.65647 1.38591
1.67415	3.65647 1.38594	3.65647 1.38591
1.67514	3.65647 1.38594	3.65647 1.38591
1.67614	3.65647 1.38594	3.65647 1.38591
1.67714	3.65647 1.38594	3.65647 1.38591
1.67815	3.65647 1.38594	3.65647 1.38591
1.67914	3.65647 1.38594	3.65647 1.38591
1.68014	3.65647 1.38594	3.65647 1.38591
1.68115	3.65647 1.38594	3.65647 1.38591
1.68215	3.65647 1.38594	3.65647 1.38591
1.68314	3.65647 1.38594	3.65647 1.38591
1.68414	3.65647 1.38594	3.65647 1.38591
1.68514	3.65647 1.38594	3.65647 1.38591
1.68615	3.65647 1.38594	3.65647 1.38591
1.68714	3.65647 1.38594	3.65647 1.38591
1.68814	3.65647 1.38594	3.65647 1.38591
1.68915	3.65647 1.38594	3.65647 1.38591
1.69015	3.65647 1.38594	3.65647 1.38591
1.69114	3.65647 1.38594	3.65647 1.38591
1.69214	3.65647 1.38594	3.65647 1.38591
1.69314	3.65647 1.38594	3.65647 1.38591
1.69415	3.65647 1.38594	3.65647 1.38591
1.69514	3.65647 1.38594	3.65647 1.38591
1.69614	3.65647 1.38594	3.65647 1.38591
1.69716	3.65647 1.38594	3.65647 1.38591
1.69815	3.65647 1.38594	3.65647 1.38591
1.69914	3.65647 1.38594	3.65647 1.38591
1.70014	3.65647 1.38594	3.65647 1.38591
1.70114	3.65647 1.38594	3.65647 1.38591
1.70215	3.65647 1.38594	3.65647 1.38591
1.70314	3.65647 1.38594	3.65647 1.38591
1.70414	3.65647 1.38594	3.65647 1.38591
1.70513	3.65647 1.38594	3.65647 1.38591
1.70615	3.65647 1.38594	3.65647 1.38591
1.70714	3.65647 1.38594	3.65647 1.38591
1.70814	3.65647 1.38594	3.65647 1.38591
1.70914	3.65647 1.38594	3.65647 1.38591
1.71015	3.65647 1.38594	3.65647 1.38591
1.71114	3.65647 1.38594	3.65647 1.38591
1.71214	3.65647 1.38594	3.65647 1.38591
1.71314	3.65647 1.38594	3.65647 1.38591
1.71415	3.65647 1.38594	3.65647 1.38591
1.71515	3.65647 1.38594	3.65647 1.38591
1.71614	3.65647 1.38594	3.65647 1.38591
1.71714	3.65647 1.38594	3.65647 1.38591
1.71815	3.65647 1.38594	3.65647 1.38591
1.71914	3.65647 1.38594	3.65647 1.38591
1.72014	3.65647 1.38594	3.65647 1.38591
1.72115	3.65647 1.38594	3.65647 1.38591
1.72215	3.65647 1.38594	3.65647 1.38591
1.72314	3.65647 1.38594	3.65647 1.38591
1.72414	3.65647 1.38594	3.65647 1.38591
1.72514	3.65647 1.38594	3.65647 1.38591
1.72615	3.65647 1.38594	3.65647 1.38591
1.72714	3.65647 1.38594	3.65647 1.38591
1.72814	3.65647 1.38594	3.65647 1.38591
1.72915	3.65647 1.38594	3.65647 1.38591
1.73015	3.65647 1.38594	3.65647 1.38591
1.73115	3.65647 1.38594	3.65647 1.38591
1.73215	3.65647 1.38594	3.65647 1.38591
1.73315	3.65647 1.38594	3.65647 1.38591
1.73415	3.65647 1.38594	3.65647 1.38591
1.73514	3.65647 1.38594	3.65647 1.38591
1.73614	3.65647 1.38594	3.65647 1.38591
1.73714	3.65647 1.38594	3.65647 1.38591
1.73815	3.65647 1.38594	3.65647 1.38591
1.73913	3.65647 1.38594	3.65647 1.38591
1.74014	3.65647 1.38594	3.65647 1.38591
1.74114	3.65647 1.38594	3.65647 1.38591
1.74215	3.65647 1.38594	3.65647 1.38591
1.74315	3.65647 1.38594	3.65647 1.38591
1.74414	3.65647 1.38594	3.65647 1.38591
1.74514	3.65647 1.38594	3.65647 1.38591
1.74615	3.65647 1.38594	3.65647 1.38591
1.74714	3.65647 1.38594	3.65647 1.38591
1.74814	3.65647 1.38594	3.65647 1.38591
1.74914	3.65647 1.38594	3.65647 1.38591
1.75015	3.65647 1.38594	3.65647 1.38591
1.75114	3.65647 1.38594	3.65647 1.38591
1.75214	3.65647 1.38594	3.65647 1.38591
1.75314	3.65647 1.38594	3.65647 1.38591
1.75415	3.65647 1.38594	3.65647 1.38591
1.75515	3.65647 1.38594	3.65647 1.38591
1.75614	3.65647 1.38594	3.65647 1.38591
1.75714	3.65647 1.38594	3.65647 1.38591
1.75815	3.65647 1.38594	3.65647 1.38591
1.75914	3.65647 1.38594	3.65647 1.38591
1.76014	3.65647 1.38594	3.65647 1.38591
1.76115	3.65647 1.38594	3.65647 1.38591
1.76215	3.65647 1.38594	3.65647 1.38591
1.76315	3.65647 1.38594	3.65647 1.38591
1.76415	3.65647 1.38594	3.65647 1.38591
1.76515	3.65647 1.38594	3.65647 1.38591
1.76615	3.65647 1.38594	3.65647 1.38591
1.76713	3.65647 1.38594	3.65647 1.38591
1.76814	3.65647 1.38594	3.65647 1.38591
1.76914	3.65647 1.38594	3.65647 1.38591
1.77015	3.65647 1.38594	3.65647 1.38591
1.77114	3.65647 1.38594	3.65647 1.38591
1.77214	3.65647 1.38594	3.65647 1.38591
1.77314	3.65647 1.38594	3.65647 1.38591
1.77413	3.65647 1.38594	3.65647 1.38591
1.7751	3.65647 1.38594	3.65647 1.38591
1.77612	3.65647 1.38594	3.65647 1.38591
1.77712	3.65647 1.38594	3.65647 1.38591
1.77812	3.65647 1.38594	3.65647 1.38591
1.77912	3.65647 1.38594	3.65647 1.38591
1.78011	3.65647 1.38594	3.65647 1.38591
1.78111	3.65647 1.38594	3.65647 1.38591
1.78212	3.65647 1.38594	3.65647 1.38591
1.78312	3.65647 1.38594	3.65647 1.38591
1.78412	3.65647 1.38594	3.65647 1.38591
1.78511	3.65647 1.38594	3.65647 1.38591
1.78612	3.65647 1.38594	3.65647 1.38591
1.78712	3.65647 1.38594	3.65647 1.38591
1.78812	3.65647 1.38594	3.65647 1.38591
1.78912	3.65647 1.38594	3.65647 1.38591
1.79012	3.65647 1.38594	3.65647 1.38591
1.79112	3.65647 1.38594	3.65647 1.38591
1.79212	3.65647 1.38594	3.65647 1.38591
1.79312	3.65647 1.38594	3.65647 1.38591
1.79412	3.65647 1.38594	3.65647 1.38591
1.79512	3.65647 1.38594	3.65647 1.38591
1.79611	3.65647 1.38594	3.65647 1.38591
1.79714	3.65647 1.38594	3.65647 1.38591
1.79814	3.65647 1.38594	3.65647 1.38591
1.79912	3.65647 1.38594	3.65647 1.38591
1.80012	3.65647 1.38594	3.65647 1.38591
1.80114	3.65647 1.38594	3.65647 1.38591
1.80212	3.65647 1.38594	3.65647 1.38591
1.80312	3.65647 1.38594	3.65647 1.38591
1.80411	3.65647 1.38594	3.65647 1.38591
1.80511	3.65647 1.38594	3.65647 1.38591
1.80612	3.65647 1.38594	3.65647 1.38591
1.80712	3.65647 1.38594	3.65647 1.38591
1.80812	3.65647 1.38594	3.65647 1.38591
1.80912	3.65647 1.38594	3.65647 1.38591
1.81012	3.65647 1.38594	3.65647 1.38591
1.81112	3.65647 1.38594	3.65647 1.38591
1.81212	3.65647 1.38594	3.65647 1.38591
1.81312	3.65647 1.38594	3.65647 1.38591
1.81412	3.65647 1.38594	3.65647 1.38591
1.81512	3.65647 1.38594	3.65647 1.38591
1.81612	3.65647 1.38594	3.65647 1.38591
1.81712	3.65647 1.38594	3.65647 1.38591
1.81812	3.65647 1.38594	3.65647 1.38591
1.81912	3.65647 1.38594	3.65647 1.38591
1.82011	3.65647 1.38594	3.65647 1.38591
1.82112	3.65647 1.38594	3.65647 1.38591
1.82212	3.65647 1.38594	3.65647 1.38591
1.82312	3.65647 1.38594	3.65647 1.38591
1.82412	3.65647 1.38594	3.65647 1.38591
1.82512	3.65647 1.38594	3.65647 1.38591
1.82612	3.65647 1.38594	3.65647 1.38591
1.82711	3.65647 1.38594	3.65647 1.38591
1.82818	3.65647 1.38594	3.65647 1.38591
1.82913	3.65647 1.38594	3.65647 1.38591
1.83013	3.65647 1.38594	3.65647 1.38591
1.83113	3.65647 1.38594	3.65647 1.38591
1.83212	3.65647 1.38594	3.65647 1.38591
1.83312	3.65647 1.38594	3.65647 1.38591
1.83412	3.65647 1.38594	3.65647 1.38591
1.83512	3.65647 1.38594	3.65647 1.38591
1.83612	3.65647 1.38594	3.65647 1.38591
1.83712	3.65647 1.38594	3.65647 1.38591
1.83812	3.65647 1.38594	3.65647 1.38591
1.83912	3.65647 1.38594	3.65647 1.38591
1.84012	3.65647 1.38594	3.65647 1.38591
1.84112	3.65647 1.38594	3.65647 1.38591
1.84212	3.65647 1.38594	3.65647 1.38591
1.84312	3.65647 1.38594	3.65647 1.38591
1.84412	3.65647 1.38594	3.65647 1.38591
1.84514	3.65647 1.38594	3.65647 1.38591
1.84616	3.65647 1.38594	3.65647 1.38591
1.84712	3.65647 1.38594	3.65647 1.38591
1.84812	3.65647 1.38594	3.65647 1.38591
1.84914	3.65647 1.38594	3.65647 1.38591
1.85012	3.65647 1.38594	3.65647 1.38591
1.85112	3.65647 1.38594	3.65647 1.38591
1.85212	3.65647 1.38594	3.65647 1.38591
1.85312	3.65647 1.38594	3.65647 1.38591
1.85412	3.65647 1.38594	3.65647 1.38591
1.85512	3.65647 1.38594	3.65647 1.38591
1.85612	3.65647 1.38594	3.65647 1.38591
1.85712	3.65647 1.38594	3.65647 1.38591
1.85812	3.65647 1.38594	3.65647 1.38591
1.85912	3.65647 1.38594	3.65647 1.38591
1.86012	3.65647 1.38594	3.65647 1.38591
1.86115	3.65647 1.38594	3.65647 1.38591
1.86213	3.65647 1.38594	3.65647 1.38591
1.86312	3.65647 1.38594	3.65647 1.38591
1.86412	3.65647 1.38594	3.65647 1.38591
1.86512	3.65647 1.38594	3.65647 1.38591
1.86612	3.65647 1.38594	3.65647 1.38591
1.86712	3.65647 1.38594	3.65647 1.38591
1.86812	3.65647 1.38594	3.65647 1.38591
1.86912	3.65647 1.38594	3.65647 1.38591
1.87012	3.65647 1.38594	3.65647 1.38591
1.87112	3.65647 1.38594	3.65647 1.38591
1.87212	3.65647 1.38594	3.65647 1.38591
1.87312	3.65647 1.38594	3.65647 1.38591
1.87412	3.65647 1.38594	3.65647 1.38591
1.87512	3.65647 1.38594	3.65647 1.38591
1.87612	3.65647 1.38594	3.65647 1.38591
1.87712	3.65647 1.38594	3.65647 1.38591
1.87814	3.65647 1.38594	3.65647 1.38591
1.87914	3.65647 1.38594	3.65647 1.38591
1.88012	3.65647 1.38594	3.65647 1.38591
1.88112	3.65647 1.38594	3.65647 1.38591
1.88212	3.65647 1.38594	3.65647 1.38591
1.88312	3.65647 1.38594	3.65647 1.38591
1.88412	3.65647 1.38594	3.65647 1.38591
1.88512	3.65647 1.38594	3.65647 1.38591
1.88612	3.65647 1.38594	3.65647 1.38591
1.88712	3.65647 1.38594	3.65647 1.38591
1.88812	3.65647 1.38594	3.65647 1.38591
1.88912	3.65647 1.38594	3.65647 1.38591
1.89012	3.65647 1.38594	3.65647 1.38591
1.89112	3.65647 1.38594	3.65647 1.38591
1.89212	3.65647 1.38594	3.65647 1.38591
1.89312	3.65647 1.38594	3.65647 1.38591
1.89412	3.65647 1.38594	3.65647 1.38591
1.89514	3.65647 1.38594	3.65647 1.38591
1.89613	3.65647 1.38594	3.65647 1.38591
1.89712	3.65647 1.38594	3.65647 1.38591
1.89812	3.65647 1.38594	3.65647 1.38591
1.89915	3.65647 1.38594	3.65647 1.38591
1.90012	3.65647 1.38594	3.65647 1.38591
1.90112	3.65647 1.38594	3.65647 1.38591
1.90212	3.65647 1.38594	3.65647 1.38591
1.90312	3.65647 1.38594	3.65647 1.38591
1.90412	3.65647 1.38594	3.65647 1.38591
1.90512	3.65647 1.38594	3.65647 1.38591
1.90612	3.65647 1.38594	3.65647 1.38591
1.90712	3.65647 1.38594	3.65647 1.38591
1.90812	3.65647 1.38594	3.65647 1.38591
1.90912	3.65647 1.38594	3.65647 1.38591
1.91012	3.65647 1.38594	3.65647 1.38591
1.91114	3.65647 1.38594	3.65647 1.38591
1.91213	3.65647 1.38594	3.65647 1.38591
1.91312	3.65647 1.38594	3.65647 1.38591
1.91412	3.65647 1.38594	3.65647 1.38591
1.91512	3.65647 1.38594	3.65647 1.38591
1.91612	3.65647 1.38594	3.65647 1.38591
1.91712	3.65647 1.38594	3.65647 1.38591
1.91812	3.65647 1.38594	3.65647 1.38591
1.91912	3.65647 1.38594	3.65647 1.38591
1.92012	3.65647 1.38594	3.65647 1.38591
1.92112	3.65647 1.38594	3.65647 1.38591
1.92212	3.65647 1.38594	3.65647 1.38591
1.92312	3.65647 1.38594	3.65647 1.38591
1.92412	3.65647 1.38594	3.65647 1.38591
1.92512	3.65647 1.38594	3.65647 1.38591
1.92612	3.65647 1.38594	3.65647 1.38591
1.92712	3.65647 1.38594	3.65647 1.38591
1.92815	3.65647 1.38594	3.65647 1.38591
1.92913	3.65647 1.38594	3.65647 1.38591
1.93013	3.65647 1.38594	3.65647 1.38591
1.93112	3.65647 1.38594	3.65647 1.38591
1.93212	3.65647 1.38594	3.65647 1.38591
1.93312	3.65647 1.38594	3.65647 1.38591
1.93412	3.65647 1.38594	3.65647 1.38591
1.93512	3.65647 1.38594	3.65647 1.38591
1.93612	3.65647 1.38594	3.65647 1.38591
1.93712	3.65647 1.38594	3.65647 1.38591
1.93812	3.65647 1.38594	3.65647 1.38591
1.93912	3.65647 1.38594	3.65647 1.38591
1.94012	3.65647 1.38594	3.65647 1.38591
1.94112	3.65647 1.38594	3.65647 1.38591
1.94212	3.65647 1.38594	3.65647 1.38591
1.94312	3.65647 1.38594	3.65647 1.38591
1.94412	3.65647 1.38594	3.65647 1.38591
1.94515	3.65647 1.38594	3.65647 1.38591
1.94613	3.65647 1.38594	3.65647 1.38591
1.94712	3.65647 1.38594	3.65647 1.38591
1.94812	3.65647 1.38594	3.65647 1.38591
1.94913	3.65647 1.38594	3.65647 1.38591
1.95012	3.65647 1.38594	3.65647 1.38591
1.95112	3.65647 1.38594	3.65647 1.38591
1.95212	3.65647 1.38594	3.65647 1.38591
1.95312	3.65647 1.38594	3.65647 1.38591
1.95412	3.65647 1.38594	3.65647 1.38591
1.95512	3.65647 1.38594	3.65647 1.38591
1.95612	3.65647 1.38594	3.65647 1.38591
1.95712	3.65647 1.38594	3.65647 1.38591
1.95812	3.65647 1.38594	3.65647 1.38591
1.95912	3.65647 1.38594	3.65647 1.38591
1.96012	3.65647 1.38594	3.65647 1.38591
1.96112	3.65647 1.38594	3.65647 1.38591
1.96213	3.65647 1.38594	3.65647 1.38591
1.96312	3.65647 1.38594	3.65647 1.38591
1.96416	3.65647 1.38594	3.65647 1.38591
1.96516	3.65647 1.38594	3.65647 1.38591
1.96616	3.65647 1.38594	3.65647 1.38591
1.96714	3.65647 1.38594	3.65647 1.38591
1.96812	3.65647 1.38594	3.65647 1.38591
1.96912	3.65647 1.38594	3.65647 1.38591
1.97012	3.65647 1.38594	3.65647 1.38591
1.97112	3.65647 1.38594	3.65647 1.38591
1.97212	3.65647 1.38594	3.65647 1.38591
1.97312	3.65647 1.38594	3.65647 1.38591
1.97412	3.65647 1.38594	3.65647 1.38591
1.97512	3.65647 1.38594	3.65647 1.38591
1.97612	3.65647 1.38594	3.65647 1.38591
1.97712	3.65647 1.38594	3.65647 1.38591
1.97812	3.65647 1.38594	3.65647 1.38591
1.97912	3.65647 1.38594	3.65647 1.38591
1.98012	3.65647 1.38594	3.65647 1.38591
1.98112	3.65647 1.38594	3.65647 1.38591
1.98215	3.65647 1.38594	3.65647 1.38591
1.98313	3.65647 1.38594	3.65647 1.38591
1.98412	3.65647 1.38594	3.65647 1.38591
1.98513	3.65647 1.38594	3.65647 1.38591
1.98613	3.65647 1.38594	3.65647 1.38591
1.98712	3.65647 1.38594	3.65647 1.38591
1.98812	3.65647 1.38594	3.65647 1.38591
1.98912	3.65647 1.38594	3.65647 1.38591
1.99012	3.65647 1.38594	3.65647 1.38591
1.99112	3.65647 1.38594	3.65647 1.38591
1.99212	3.65647 1.38594	3.65647 1.38591
1.99312	3.65647 1.38594	3.65647 1.38591
1.99412	3.65647 1.38594	3.65647 1.38591
1.99516	3.65647 1.38594	3.65647 1.38591
1.99613	3.65647 1.38594	3.65647 1.38591
1.99712	3.65647 1.38594	3.65647 1.38591
1.99812	3.65647 1.38594	3.65647 1.38591
1.99915	3.65647 1.38594	3.65647 1.38591
2.00012	3.65647 1.38594	3.65647 1.38591
2.00112	3.65647 1.38594	3.65647 1.38591
2.00212	3.65647 1.38594	3.65647 1.38591
2.00312	3.65647 1.38594	3.65647 1.38591
2.00412	3.65647 1.38594	3.65647 1.38591
2.00511	3.65647 1.38594	3.65647 1.38591
2.00612	3.65647 1.38594	3.65647 1.38591
2.00712	3.65647 1.38594	3.65647 1.38591
2.00811	3.65647 1.38594	3.65647 1.38591
2.00912	3.65647 1.38594	3.65647 1.38591
2.01012	3.65647 1.38594	3.65647 1.38591
2.01115	3.65647 1.38594	3.65647 1.38591
2.01213	3.65647 1.38594	3.65647 1.38591
2.01312	3.65647 1.38594	3.65647 1.38591
2.01412	3.65647 1.38594	3.65647 1.38591
